phone,school,region
+12102658166,Grace Christian School,Texas Private
+19035665678,Grace Community School,Texas Private
+19728369422,Grace Covenant Academy-Frisco,Texas Private
+15128636214,Grace Episcopal School,Texas Private
+14326943063,Grace Lutheran Early Childhood Program,Texas Private
+19798363475,Grace Lutheran School,Texas Private
+12544415519,Grace Lutheran School,Texas Private
+18175573399,Grace Preparatory Academy,Texas Private
+18304007021,Grace Preparatory Academy Of New Braunfels,Texas Private
+17137814990,Grace School,Texas Private
+17137824421,"Grace School, Houston",Texas Private
+13612897770,Grace Temple Christian Academy,Texas Private
+12814616888,Grand Oak Academy,Texas Private
+19038923304,Grayson Christian School,Texas Private
+14694387388,Great Lakes Academy,Texas Private
+15127501417,Great Minds Learning Community,Texas Private
+12815167296,Great Oak School,Texas Private
+18178615000,Green Oaks School,Texas Private
+12812880880,Greengate Academy Inc,Texas Private
+19034541111,Greenville Christian School,Texas Private
+12812982444,Greystone House Montessori,Texas Private
+15124545797,Griffin School,Texas Private
+12812139900,Growing Scholars Montessori School,Texas Private
+19565045568,Guadalupe Regional Middle School,Texas Private
+12819728999,Guidepost Monessori At Katy,Texas Private
+17372603777,"Guidepost Montessori At Bee Cave, Tx",Texas Private
+19724274018,Guidepost Montessori At Eldorado,Texas Private
+19728747000,Guidepost Montessori At Flower Mound,Texas Private
+12817669390,Guidepost Montessori At Galleria,Texas Private
+14694587200,Guidepost Montessori Timber Ridge,Texas Private
+17136374406,Harbor Christian Academy,Texas Private
+15122195673,Harbor Leadership Academy,Texas Private
+19563838967,Harvest Christian Academy,Texas Private
+18174851660,Harvest Christian Academy,Texas Private
+19402402550,"Harvest Christian Academy, Lantana Campus",Texas Private
+15124808142,Headwaters School,Texas Private
+15128042708,Headwaters School Elementary Campus,Texas Private
+12102232944,Healy-Murphy Center,Texas Private
+18174393833,Heritage Christian Academy,Texas Private
+19727723003,Heritage Christian Academy,Texas Private
+19726273137,Heritage Montessori Of Murphy,Texas Private
+18328959495,Heritage Preparatory School,Texas Private
+18309976597,Heritage School,Texas Private
+12815641004,Hijaz Academy,Texas Private
+15123538976,Hill Country Christian School Of San Marcos,Texas Private
+18302295377,Hill Country Montessori School,Texas Private
+11817923948,Hill School Of Fort Worth,Texas Private
+14326848681,Hillander School,Texas Private
+14325707444,Hillcrest School,Texas Private
+19724921371,Holy Covenant Early Childhood Development Program,Texas Private
+18063559637,Holy Cross Catholic Academy,Texas Private
+14322351094,Holy Cross Catholic High School,Texas Private
+18172957232,Holy Cross Christian Academy,Texas Private
+12104339395,Holy Cross Of San Antonio,Texas Private
+19792455632,Holy Cross School - Bay City,Texas Private
+19722550205,Holy Family Catholic Academy,Texas Private
+14097656607,Holy Family Catholic School,Texas Private
+18177374201,Holy Family Catholic School,Texas Private
+15122464455,Holy Family Catholic School,Texas Private
+17133059514,Holy Ghost Catholic School,Texas Private
+12103337356,Holy Name Catholic School,Texas Private
+12813425813,Holy Rosary Catholic School,Texas Private
+12103491169,Holy Spirit Catholic School,Texas Private
+17134685138,Holy Spirit Episcopal School - Houston,Texas Private
+19724907060,Holy Trinity Academy,Texas Private
+12547710787,Holy Trinity Catholic High School,Texas Private
+18174218000,Holy Trinity Catholic School,Texas Private
+12145265113,Holy Trinity Catholic School,Texas Private
+14698404011,Hope Christian Academy,Texas Private
+18308687400,Hope School,Texas Private
+18327013675,Houston Adventist Acadmey,Texas Private
+17135806000,Houston Christian High School,Texas Private
+12812400663,Houston Focus Academy Inc,Texas Private
+12812578988,Houston Peace Academy,Texas Private
+12817174622,Houston Quran Academy,Texas Private
+12814411313,Humble Christian School,Texas Private
+15125025400,Huntington-Surrey High School,Texas Private
+15124515081,Hyde Park Montessori,Texas Private
+15124653883,Hyde Park Schools,Texas Private
+19722318451,I A N T Quranic Academy,Texas Private
+18703046205,Icomprehend Academy,Texas Private
+17134644720,Ilm Academy,Texas Private
+12814981345,Iman Academy Southwest,Texas Private
+19403811155,Immaculate Conception Catholic School,Texas Private
+19722648777,Immaculate Conception School,Texas Private
+19564872558,Immaculate Conception School,Texas Private
+19157786160,Immanuel Christian School,Texas Private
+19565653208,Immanuel Lutheran School,Texas Private
+19795423319,Immanuel Lutheran School,Texas Private
+19569822332,In The Presence Of God Coram Deo Classical Academy,Texas Private
+17132273637,Incarnate Word Academy,Texas Private
+13618839193,Incarnate Word Academy Middle Level,Texas Private
+13618830857,Incarnate Word Academy-Elem Level,Texas Private
+12108293100,Incarnate Word High School,Texas Private
+12817864000,"Institute For Girls Education, Dba Magnolia School",Texas Private
+17132450210,Institute Of Chinese Culture,Texas Private
+12109204315,International School Of San Antonio,Texas Private
+15123513403,International School Of Texas,Texas Private
+19035650404,Islamic Faith Academy,Texas Private
+19728122230,Islamic School Of Irving,Texas Private
+19038721751,James L Collins Catholic School,Texas Private
+12815316743,Japanese Educational Institute,Texas Private
+19036653973,Jefferson Christian Academy,Texas Private
+19155931153,Jesus Chapel School,Texas Private
+13618556239,Jewish Community Preschool,Texas Private
+18306430802,John Paul Ii Catholic High School,Texas Private
+12813544001,Joshua 19 Learning Center Inc,Texas Private
+18175562109,Joshua Adventist Multigrade School,Texas Private
+18172957377,Joshua Christian Academy,Texas Private
+17132690757,Journey School Of Houston,Texas Private
+13259471638,Joy School,Texas Private
+12813545678,Joyful Sound Christian Academy,Texas Private
+19565832752,Juan Diego Academy,Texas Private
+12814654069,Kangaroo Forest Early Childhood Center,Texas Private
+13668999355,Kanguru Play & Learn Llc,Texas Private
+12813784050,Kardia Christian Academy,Texas Private
+18329133838,Katy Adventist Christian School,Texas Private
+12818291175,Katy Christian Academy,Texas Private
+12816467360,Katy Gt Academy,Texas Private
+19729326111,Kaufman Christian School,Texas Private
+13256983220,Kenley School,Texas Private
+11956542050,Kenmont Montessori School,Texas Private
+12107244022,Keystone School,Texas Private
+12815385437,Kiddie Academy,Texas Private
+12818103811,Kiddie Academy Of Elyson,Texas Private
+12816718329,Kiddie Academy Of Harmony,Texas Private
+14697458300,Kiddie Academy Of Rockwall,Texas Private
+14323326315,Kiddie Kollege Preschool,Texas Private
+18306292286,Kids Day Out Preschool And Kindergarten,Texas Private
+14692411447,Kids Learning Center,Texas Private
+12814544244,Kids R Kids #35 Tx Lakeshore,Texas Private
+12813475437,Kids R Kids 46Tx,Texas Private
+17134363688,Kids R Kids No. 42 Shadow Creek Ranch,Texas Private
+12106815437,Kids R Kids No. 57 Liberty Field,Texas Private
+15123101120,Kids R Kids No. 59,Texas Private
+19727127400,Kids Usa Montessori Academy,Texas Private
+19566868602,Kids Village Montessori Lrnng,Texas Private
+12546999466,Killeen Adventist Junior Academy,Texas Private
+12815617400,King'S Academy,Texas Private
+18067679334,Kingdom Preparatory Academy,Texas Private
+19724018311,Kinwest Montessori Academy,Texas Private
+15124741770,Kirby Hall School,Texas Private
+12813530494,Klein Weekday Ministries,Texas Private
+12814998315,Knowledge-First Empowerment Academy,Texas Private
+15122622999,La Casa Dei Bambini Kyle Montessori,Texas Private
+12815897400,La Maternelle French Academy,Texas Private
+15122953636,Lady Bird Montessori School,Texas Private
+19039529509,Lael Christian Academy,Texas Private
+19569434446,Laguna Madre Christian Academy,Texas Private
+12144404930,Lake Cities Montessori School,Texas Private
+19364943499,Lake Conroe Christian Academy,Texas Private
+18172368703,Lake Country Christian School,Texas Private
+15122639342,Lake Hills Montessori Austin Campus,Texas Private
+15122635585,Lake Hills Montessori-Bee Cave,Texas Private
+17138268858,Lake Travis Stem Academy,Texas Private
+15127706270,Lakecreek Montessori International School,Texas Private
+12148264623,Lakehill Preparatory School,Texas Private
+19722193933,Lakeland Christian Academy,Texas Private
+18064385616,Lakeridge Littleridge Preschool,Texas Private
+19726255253,Lakeside Montessori Academy Llc,Texas Private
+12814942667,Lakeview Montessori On The Hill,Texas Private
+12813709054,Lakewood Montessori School,Texas Private
+12148219466,Lakewood Montessori School,Texas Private
+12143212864,Lakewood Presbyterian School,Texas Private
+18304697901,Learning Their Way,Texas Private
+18173633652,Legacy Classical Christian Academy,Texas Private
+19363372000,Legacy Preparatory Christian Academy,Texas Private
+12106845662,Leon Valley Christian Academy,Texas Private
+18068946019,Levelland Christian School,Texas Private
+19724360811,Lewisville Christian School,Texas Private
+19402942000,Liberty Christian School,Texas Private
+12814820481,Life Lutheran School,Texas Private
+18303720850,Lifegate Christian School,Texas Private
+19367569383,Lifestyle Christian School,Texas Private
+16156125200,Lighthouse Christian Academy,Texas Private
+12143835228,Little Marvels Montessori,Texas Private
+19035098904,Little People'S School,Texas Private
+15123809552,Little Tiger Chinese Immersion School,Texas Private
+18328916284,Little Wonders Of Baybrook Baptist,Texas Private
+12547339210,Live Oak Classical School,Texas Private
+18303872929,Living Rock Academy,Texas Private
+12813310086,Living Stones Christian School,Texas Private
+12812388946,Living Water Christian School,Texas Private
+19363298600,Livingston Montessori School,Texas Private
+13252474942,Llano Christian Academy,Texas Private
+15123985745,Lockhart Montessori School,Texas Private
+12815656467,Logos Preparatory School,Texas Private
+15124227779,Long-View Micro School,Texas Private
+19033875440,Longview Christian Academy,Texas Private
+19032973501,Longview Christian School,Texas Private
+19155668400,Loretto Academy,Texas Private
+14808452771,Los Amiguitos,Texas Private
+19724350680,Lovedale Montessori Academy,Texas Private
+18067968700,Lubbock Christian School,Texas Private
+18067954481,Lubbock Junior Academy,Texas Private
+15125697576,Lucas Christian Academy,Texas Private
+12148248950,Lumin Lindsley Park Community School,Texas Private
+15125651501,Lupine Lane,Texas Private
+17138803131,Lutheran High North,Texas Private
+12106944962,Lutheran High School Of San Antonio,Texas Private
+18324741013,Lycee International De Houston,Texas Private
+12812464670,Lycee Montessori School,Texas Private
+19155338286,Lydia Patterson Institute,Texas Private
+18332152100,M.P.J. Academy Of Excellence,Texas Private
+12102628329,Mac Arthur Park Lutheran School,Texas Private
+19564647950,Macedonian Christian Academy,Texas Private
+18327252125,Made Houston,Texas Private
+14694344592,Magnolia Classical Academy,Texas Private
+12107489322,Marble Falls Academy,Texas Private
+18324182978,Marian High School (Nti Career Institute),Texas Private
+19565412269,Marias Montessori School Inc.,Texas Private
+12143947567,Marigold Learning Academy,Texas Private
+15129902351,Marimont Montessori School Inc,Texas Private
+19564236006,Marine Military Academy,Texas Private
+17137837490,Mariner Montessori,Texas Private
+15124284280,Mariposa Montessori School,Texas Private
+12103385699,Marvelously Made - The School For Young Children,Texas Private
+19567223966,Mary Help Of Christians School,Texas Private
+19722437105,Mary Immaculate Catholic School,Texas Private
+13613561072,Masterpiece Bilingual Academy,Texas Private
+12103753261,Mccauley Christian Academy,Texas Private
+12812324444,Meadow Montessori School,Texas Private
+17133376405,Melinda Webb School,Texas Private
+12545265403,Memorial Christian Academy,Texas Private
+17137824022,Memorial Lutheran School,Texas Private
+14327589000,Mennonite School Westside,Texas Private
+18173323351,Mercy Culture Preparatory Academy,Texas Private
+12144201990,Mesorah High School For Girls,Texas Private
+18174315486,Messiah Lutheran Classical Academy,Texas Private
+19723987560,Messiah Lutheran Lambs Early Childhood School,Texas Private
+18307552460,Messiahs Kids Preschool,Texas Private
+12814858721,Methodist Childrens Program,Texas Private
+19364941840,Methodist Day School,Texas Private
+13615766620,Methodist Day School,Texas Private
+15126140021,Mi Casita Montessori,Texas Private
+18172393434,Mid Cities Christian Academy,Texas Private
+19569686232,Mid Valley Christian School,Texas Private
+14326991665,Midland Montessori School,Texas Private
+15053402743,Mighty B Learning Llc,Texas Private
+12813924477,Mirus Academy,Texas Private
+19728699145,Miss Bloomingdales Academy,Texas Private
+18177379031,Miss Endy'S Christian Academy,Texas Private
+18179338733,Miss Tees Childcare Academy,Texas Private
+12818889898,Molo Bilingual Montessori School,Texas Private
+12149151828,Momentous School,Texas Private
+19722451599,Mona Montessori Academy,Texas Private
+14692231527,Monsignor Kelly Catholic School,Texas Private
+12107376363,Monte Vista Montessori School,Texas Private
+19564235050,Montessori Academy,Texas Private
+19038933500,Montessori Academy Of North Texas,Texas Private
+19725175437,Montessori Children'S House,Texas Private
+12105588339,Montessori Children'S House,Texas Private
+12143486276,Montessori Children'S House & School,Texas Private
+19722213533,Montessori Episcopal School,Texas Private
+12817630453,Montessori Heritage,Texas Private
+12812393400,Montessori House For Children,Texas Private
+19155874652,Montessori Learning Center,Texas Private
+17137743793,Montessori Learning Institute,Texas Private
+14322029556,Montessori Mastery School Of Odessa,Texas Private
+12812995187,Montessori Reggio Academy,Texas Private
+19727272800,Montessori School At Starcreek,Texas Private
+17135206801,Montessori School Downtown,Texas Private
+12814125763,Montessori School Of Downtown Silverlake,Texas Private
+18177320252,Montessori School Of Fort Worth,Texas Private
+12817789780,Montessori School Of Sugar Land Sienna,Texas Private
+18177318373,Montessori School On Camp Bowie,Texas Private
+13618839306,Montessori School-Corpus Christi,Texas Private
+18328770071,Montessori Villa-The Woodlands,Texas Private
+19366224598,Montgomery Christian Academy,Texas Private
+19035835974,Morning Star Academy,Texas Private
+18172040300,Mosaic Academy,Texas Private
+19157512566,Most Holy Trinity School,Texas Private
+13618524800,Most Precious Blood Catholic School,Texas Private
+19722728095,Mount Hebron Christian Academy,Texas Private
+12103426711,Mount Sacred Heart School,Texas Private
+12143370244,Mount St Michael Catholic School,Texas Private
+19155845728,Mountain West Montessori,Texas Private
+18066206123,Mrs. Os At Agape,Texas Private
+19035771550,Mt Pleasant Christian School,Texas Private
+19563721155,Mundo Magico Learning Center,Texas Private
+19728769861,My Dreams Academy,Texas Private
+19365853232,Nacogdoches Christian Academy,Texas Private
+14693523723,Nature School Of Fairview,Texas Private
+18172977003,Nazarene Christian Academy,Texas Private
+13615736651,Nazareth Academy Catholic School,Texas Private
+12143758000,New Beginners Preparatory,Texas Private
+18306291821,New Braunfels Christian Academy,Texas Private
+19038732440,New Frontiers Christian Academy,Texas Private
+14322677015,New Hope Christian Academy - Big Spring,Texas Private
+19726569951,"New Hope Education, Inc",Texas Private
+15127447165,New Leaf Academy,Texas Private
+12143276522,New Life Christian Academy,Texas Private
+12106796001,New Life Christian Academy Hybrid,Texas Private
+19156157140,New Life Christian Academy Of El Paso Inc.,Texas Private
+19034456884,New Life Christian School,Texas Private
+19722798393,New World United Methodist Dcc,Texas Private
+12814912490,Noah'S Ark Academy,Texas Private
+18302378633,Nobis Pacem,Texas Private
+18174572920,Nolan Catholic High School,Texas Private
+12548971361,North Central Texas Academy,Texas Private
+19722346322,North Dallas Adventist Academy,Texas Private
+19157551155,Northeast Christian Academy,Texas Private
+12815876465,Northland Christian School Pk-12,Texas Private
+15124285202,Northshore Christian Academy,Texas Private
+13615785601,Northside Baptist School,Texas Private
+18174785852,Northstar School,Texas Private
+12105221102,Northwest Hills Christian School,Texas Private
+12814449433,Northwood Montessori School,Texas Private
+18302576707,Notre Dame Catholic School,Texas Private
+14097655534,O'Connell College Preparatory School,Texas Private
+12144835400,Oak Crest Private School,Texas Private
+12143538804,Oak Hill Academy,Texas Private
+19035814075,Oak Tree Academy,Texas Private
+19793268819,Oakwell Academy,Texas Private
+14323626311,Odessa Christian School,Texas Private
+15124722262,Odyssey School,Texas Private
+12108223792,One School Global,Texas Private
+19405492339,Open Door Christian School,Texas Private
+14322196166,Orion High School,Texas Private
+14099453326,Our Lady Of Fatima Catholic School,Texas Private
+17136745832,Our Lady Of Fatima Catholic School-Gp,Texas Private
+18305698073,Our Lady Of Grace Catholic School,Texas Private
+17132246904,Our Lady Of Guadalupe School,Texas Private
+14099253224,Our Lady Of Lourdes Catholic School,Texas Private
+13619913305,Our Lady Of Perpetual Help Academy,Texas Private
+12106516811,Our Lady Of Perpetual Help School,Texas Private
+12149952567,Our Lady Of Perpetual Help School,Texas Private
+13615526140,Our Lady Of The Gulf Catholic School,Texas Private
+18308950501,Our Lady Of The Hills Reg Catholic High School,Texas Private
+13615755391,Our Lady Of Victory School,Texas Private
+19792653909,Our Lady Queen Of Peace Catholic School,Texas Private
+17134162640,Our Redeemer Lutheran North School,Texas Private
+12143681465,Our Redeemer Lutheran School,Texas Private
+17132908277,Our Savior Lutheran School,Texas Private
+19726171177,Ovilla Christian School,Texas Private
+12812920654,Paddington British Private School,Texas Private
+19152292190,Palm Tree Academy,Texas Private
+15126676022,Paloma Montessori School,Texas Private
+18174603315,Pantego Christian Academy,Texas Private
+12817556631,Paradigm Development Center,Texas Private
+15124595040,Paragon Preparatory Inc,Texas Private
+19728528807,Parish Episcopal School,Texas Private
+19038722391,Park Meadows Academy,Texas Private
+18172771021,Park Row Christian Academy,Texas Private
+14094993127,Parkerson Stem Academy,Texas Private
+12814856330,Parkway Christian Academy,Texas Private
+18174472223,Pathway Christian Academy,Texas Private
+19159950318,Pathway Christian Prep Academy,Texas Private
+15128587541,Pathways School At Ds Methodist,Texas Private
+12813726547,Peaceful Beginnings Montessori Academy,Texas Private
+19729083797,Pebblecreek Montessori,Texas Private
+19569696587,Pfc Mario Ybarra Elementary,Texas Private
+12813588933,Pines Montessori School,Texas Private
+17134679358,Pines Presbyterian Preschool,Texas Private
+12107161250,Pinnacle Montessori Academy Of Alamo Ranch,Texas Private
+12147641802,Pinnacle Montessori Of Frisco,Texas Private
+12142276627,Pinnacle Montessori Of Melissa,Texas Private
+17264440099,Pinnacle Montessori Of Schertz,Texas Private
+18305106131,Pipe Creek Christian School,Texas Private
+19725637227,Poetry Community Christian School,Texas Private
+12813543399,Porter Christian Academy,Texas Private
+16822374600,Premier Academy Of Trophy Club,Texas Private
+12146471234,Prep Montessori Academy,Texas Private
+13615924307,Presbyterian Pan American School,Texas Private
+19795437474,Presbyterian Preschool,Texas Private
+17136206466,Presbyterian School,Texas Private
+12143683886,Preston Hollow Presbyterian School,Texas Private
+19729647275,Preston Park Montessori Academy,Texas Private
+19728205070,Prestonwood Christian Academy,Texas Private
+19729304044,Prestonwood Christian Academy Online,Texas Private
+19724799888,Primrose School Of Richardson,Texas Private
+19367568100,Primrose Of Conroe,Texas Private
+12144691381,Primrose Of Frisco West,Texas Private
+14697919131,Primrose Of Prestonwood,Texas Private
+12814545000,Primrose School,Texas Private
+18172366760,Primrose School At Eagle Ranch,Texas Private
+12814592023,Primrose School At Fall Creek,Texas Private
+18173374666,Primrose School At Hidden Lakes,Texas Private
+12103721488,Primrose School At Sonoma Ranch,Texas Private
+15129888796,Primrose School At Vista Ridge,Texas Private
+12813422900,Primrose School At Waterside Estates,Texas Private
+12103946900,Primrose School Of Alamo Ranch,Texas Private
+12812250123,Primrose School Of Barker Cypress,Texas Private
+15122630388,Primrose School Of Bee Cave,Texas Private
+19726715437,Primrose School Of Breckinridge Park,Texas Private
+19728992273,Primrose School Of Castle Hills,Texas Private
+15122502400,Primrose School Of Cedar Park West,Texas Private
+19794859876,Primrose School Of College Station,Texas Private
+19723048888,Primrose School Of Coppell,Texas Private
+15122596900,Primrose School Of Crystal Falls,Texas Private
+15127511500,Primrose School Of Dripping Springs,Texas Private
+12815891500,Primrose School Of Eldridge Parkway,Texas Private
+12816487773,Primrose School Of Friendswood,Texas Private
+12146182700,Primrose School Of Griffin Parc,Texas Private
+12819076900,Primrose School Of Harmony,Texas Private
+12818281600,Primrose School Of Kelliwood,Texas Private
+12813580203,Primrose School Of Kingwood,Texas Private
+19726684300,Primrose School Of Lakehill,Texas Private
+19728311000,Primrose School Of Las Colinas,Texas Private
+12813370450,Primrose School Of League City At Victory Lakes,Texas Private
+14325201000,Primrose School Of Midland At Westridge,Texas Private
+14695142670,Primrose School Of N. Richardson @ Lookout,Texas Private
+18128153222,Primrose School Of Parkwood Hill,Texas Private
+15125737636,Primrose School Of Pflugerville At Falcon Pointe,Texas Private
+19727127746,Primrose School Of Prestmont,Texas Private
+19724632655,Primrose School Of Rowlett,Texas Private
+15122822341,Primrose School Of Shady Hollow,Texas Private
+12813509595,Primrose School Of Spring Klein,Texas Private
+18174858993,Primrose School Of The Mid-Cities,Texas Private
+12813517300,Primrose School Of The Woodlands At Creekside Park,Texas Private
+12812927400,Primrose School Of The Woodlands At Hughes Landing,Texas Private
+17135226700,Primrose School Of Upper Kirby,Texas Private
+19724449500,Primrose School Of Valley Ranch,Texas Private
+19726919595,Primrose School Of Wellington,Texas Private
+19723598805,Primrose School Of West Allen,Texas Private
+17134360404,Primrose School Of West Pearland,Texas Private
+18177738811,Primrose School Of Westlake At Entrada,Texas Private
+19724033444,Primrose West Plano,Texas Private
+19723805500,Prince Of Peace Catholic School,Texas Private
+19725981129,Prince Of Peace Christian School,Texas Private
+19728324395,Privested Academy,Texas Private
+19036307369,Promise Academy,Texas Private
+14695003150,Providence Academy,Texas Private
+12102246651,Providence Catholic School,Texas Private
+12143022800,Providence Christian School,Texas Private
+12813200500,Providence Classical School,Texas Private
+12543071165,Providence Preparatory School,Texas Private
+19155652737,Radford School,Texas Private
+12142455125,Radiant Stem Academy,Texas Private
+17136477246,Rainard School,Texas Private
+19155935817,Rainbow School,Texas Private
+18175625333,Reading Friends,Texas Private
+18172871560,Red Apple School At Peace Lutheran Church,Texas Private
+12142890769,Red Comet,Texas Private
+18307737600,Redeemer Church & School,Texas Private
+12814222252,Redeemer Lutheran Children'S Center,Texas Private
+15124516478,Redeemer Lutheran School,Texas Private
+19722573517,Redeemer Montessori School,Texas Private
+19365597343,Regents Academy,Texas Private
+15128998095,Regents School Of Austin,Texas Private
+15122522277,Renaissance Academy,Texas Private
+12546972422,Resolution Ranch Academy,Texas Private
+17132899742,Resurrection Catholic School,Texas Private
+19153142666,Revelation Christian School,Texas Private
+19722501406,Richmond Hill Montessori,Texas Private
+12106562999,River City Believers Academy,Texas Private
+12103840297,River City Christian School,Texas Private
+13619331114,River Hills Christian Academy,Texas Private
+17137837200,River Oaks Academy,Texas Private
+17136236938,River Oaks Baptist School,Texas Private
+12819804123,Riverbend Montessori School,Texas Private
+19727451500,Riverchase Montessori,Texas Private
+18174209310,Rivertree Academy,Texas Private
+15123603100,Rosanky Christian Academy (Rosanky Baptist Church),Texas Private
+12813518114,Rosehill Christian School,Texas Private
+15122554491,Round Rock Christian Academy,Texas Private
+12106745310,Royal Point Academy,Texas Private
+14322706075,Runnels Academy,Texas Private
+19367563848,Sacred Heart Catholic School,Texas Private
+12813286561,Sacred Heart Catholic School,Texas Private
+18307753274,Sacred Heart Catholic School,Texas Private
+18302782661,Sacred Heart Catholic School,Texas Private
+13617984251,Sacred Heart Catholic School,Texas Private
+18303932117,Sacred Heart School,Texas Private
+19799683223,Sacred Heart School,Texas Private
+13617292672,Sacred Heart School Rockport,Texas Private
+18325839700,Safari Kids Learning Center,Texas Private
+12549474005,Salado Montessori Inc,Texas Private
+12814677812,Salem Lutheran School,Texas Private
+12106491178,Salem Sayers Baptist Academy,Texas Private
+13256518363,San Angelo Christian Academy,Texas Private
+12107337331,San Antonio Academy Of Texas,Texas Private
+12103401864,San Antonio Christian School,Texas Private
+18327911883,San Francisco Nativity Academy,Texas Private
+18063722285,San Jacinto Christian Academy,Texas Private
+19565833752,San Juan Diego Catholic Regional High School,Texas Private
+15127538040,San Marcos Baptist Academy,Texas Private
+19569738742,San Martin De Porres Catholic School,Texas Private
+19568678721,Sanctuary Christian Academy,Texas Private
+15123122137,Santa Cruz Catholic School,Texas Private
+15122602261,Sapientia Montessori School,Texas Private
+14092070622,Satori Elementary,Texas Private
+12105232312,Scenic Hills Christian Academy,Texas Private
+18175615255,Schelastic Academy,Texas Private
+19037533121,School For Little Children,Texas Private
+15122666160,School In The Hills,Texas Private
+15122668180,"School In The Hills, River Place",Texas Private
+17136868811,School Of The Woods,Texas Private
+19567173935,School Of Wonder,Texas Private
+15125992755,School On The Rise,Texas Private
+12143496843,Scofield Christian School,Texas Private
+17133652310,Second Baptist School,Texas Private
+14327581151,Seminole Mennonite School,Texas Private
+15136121029,Sevenstar Academy,Texas Private
+15123929475,Seventh Adventist Jr Academy,Texas Private
+12819992040,Shady Acres Christian School,Texas Private
+12813415001,Shady Oak Christian School,Texas Private
+18324191455,Shady Oak Primary School,Texas Private
+18067474277,Sharp Academy,Texas Private
+19727741772,Shelton School,Texas Private
+12106143741,Shepherd Of The Hills Lutheran School,Texas Private
+17134645791,Sherwood Forest Montessori School,Texas Private
+19155921909,Shiloh Christian Academy,Texas Private
+13615943843,Shiner Catholic School,Texas Private
+15128107827,Shining Stars Montessori Llc,Texas Private
+13259478103,Sierra Vista Child Development Center,Texas Private
+12549675108,Silver Saddle Christian Academy,Texas Private
+12819973700,Silverline Montessori - Silverlake Campus,Texas Private
+17134365070,Silverline Montessori School - Shadow Creek,Texas Private
+12813462303,Simonton Christian Academy,Texas Private
+12815583515,Smaller Scholars Montessori,Texas Private
+13255740190,Snyder Christian School,Texas Private
+19364426521,Son Kids Christian School,Texas Private
+12813347345,South Shore Montessori,Texas Private
+19565693818,South Texas Christian Academy,Texas Private
+18067977400,Southcrest Christian School,Texas Private
+18175547752,Southlake Montessori,Texas Private
+18172949596,Southwest Christian Scho0L,Texas Private
+12815759400,Southwest Community Christian Academy,Texas Private
+19728044161,Spanish Schoolhouse,Texas Private
+18174880549,Spanish Schoolhouse,Texas Private
+12147714147,Spanish Schoolhouse,Texas Private
+19724621100,Spanish Schoolhouse,Texas Private
+12146190737,Spanish Schoolhouse,Texas Private
+12813760811,Spell Well Montessori School,Texas Private
+19725176730,Spring Creek Academy,Texas Private
+19403811861,Springbok Academy,Texas Private
+17132195456,St Agnes Academy College Preparatory,Texas Private
+19564283236,St Albans Episcopal Day School,Texas Private
+17136866990,St Ambrose School,Texas Private
+18179248917,St Andrew Catholic,Texas Private
+18063769501,St Andrew'S Episcopal School,Texas Private
+12108242465,St Andrews Church & School Inc,Texas Private
+14326844563,St Ann S School,Texas Private
+17135263279,St Anne Catholic School,Texas Private
+14098325939,St Anne Catholic School,Texas Private
+12813510093,St Anne Catholic School,Texas Private
+14098323486,St Anthony Cathedral Basilica School,Texas Private
+12108325606,St Anthony Catholic High School,Texas Private
+19564232486,St Anthony Catholic School,Texas Private
+18063641952,St Anthony Catholic School,Texas Private
+18062444811,St Anthony Of Padua Catholic School,Texas Private
+19797325505,St Anthony School,Texas Private
+18175697543,St Augustin Catholic High School,Texas Private
+17139469050,St Augustine Catholic School,Texas Private
+19567241176,St Augustine Elementary & Middle School,Texas Private
+19567248131,St Augustine High School,Texas Private
+15124773751,St Austin Catholic School,Texas Private
+12143212897,St Bernard Of Clairvaux School,Texas Private
+17136652195,St Catherine'S Montessori,Texas Private
+14694995439,St Cecilia Catholic School,Texas Private
+17136490009,St Christopher Catholic School,Texas Private
+12545268380,St Christopher'S Episcopal School,Texas Private
+12812863395,St Clare Of Assisi Catholic School,Texas Private
+19155334248,St Clement'S Parish School,Texas Private
+19366321720,St Cyprian'S Episcopal School,Texas Private
+12108242481,St Davids Episcopal School,Texas Private
+15123888846,St Dominic Savio Catholic High School,Texas Private
+12813534570,St Edward Catholic School,Texas Private
+18174314845,St Elizabeth Ann Seton Catholic School,Texas Private
+12814631444,St Elizabeth Ann Seton Catholic School,Texas Private
+13616646271,St Elizabeth Catholic School,Texas Private
+12143315139,St Elizabeth Of Hungary Catholic School,Texas Private
+17137744447,St Francis De Sales School,Texas Private
+17134586178,St Francis Episcopal School,Texas Private
+12547733009,St Francis Episcopal School,Texas Private
+15124540848,St Francis School,Texas Private
+15123277755,St Gabriel'S Catholic School,Texas Private
+18172221221,St George Catholic School,Texas Private
+12103424263,St George Episcopal School,Texas Private
+12103420281,St Gregory The Great Catholic School,Texas Private
+12814852845,St Helen Catholic School,Texas Private
+15128680744,St Helen Catholic School,Texas Private
+18302498084,St Helenas Episcopal School,Texas Private
+15124428547,St Ignatius Martyr Catholic School,Texas Private
+18303792878,St James Catholic School,Texas Private
+19037935554,St James Day School,Texas Private
+13618830835,St James Episcopal School,Texas Private
+18307759911,St James Episcopal School Del Rio,Texas Private
+12143481349,St James Episcopal School Of Dallas,Texas Private
